,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,373.0,380.48999,369.160004,380.26001,379.292755,2049400
1,2021-11-02,381.040009,388.820007,381.01001,388.75,387.761139,1186300
2,2021-11-03,390.0,393.869995,383.059998,393.670013,392.66864,1237300
3,2021-11-04,394.079987,409.649994,393.670013,409.079987,408.039429,1703800
4,2021-11-05,410.320007,418.399994,405.630005,416.730011,415.669983,1655500
5,2021-11-08,416.75,419.329987,410.589996,412.839996,411.789856,1247800
6,2021-11-09,412.929993,417.600006,410.420013,417.109985,416.048981,837700
7,2021-11-10,410.040009,418.0,403.339996,404.350006,403.321472,1169800
8,2021-11-11,410.209991,414.220001,408.0,412.790009,411.73999,620100
9,2021-11-12,412.470001,417.339996,409.799988,413.279999,413.279999,627100
10,2021-11-15,418.0,418.850006,410.529999,413.059998,413.059998,654200
11,2021-11-16,413.01001,424.019989,411.170013,423.200012,423.200012,1151000
12,2021-11-17,421.769989,424.049988,417.589996,419.839996,419.839996,1476600
13,2021-11-18,422.829987,424.839996,417.359985,423.23999,423.23999,887700
14,2021-11-19,422.029999,426.839996,420.869995,422.380005,422.380005,746300
