,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,101.82,102.010002,100.339996,101.139999,100.891876,557300
1,2021-11-02,101.220001,101.879997,100.620003,101.419998,101.171188,754200
2,2021-11-03,101.379997,102.260002,100.860001,101.089996,100.841995,704200
3,2021-11-04,101.080002,103.099998,101.080002,101.660004,101.410606,604200
4,2021-11-05,102.459999,103.650002,101.870003,102.360001,102.108887,655500
5,2021-11-08,103.669998,104.379997,101.760002,102.650002,102.39817,509700
6,2021-11-09,102.57,104.639999,102.57,104.620003,104.363342,674800
7,2021-11-10,103.919998,105.239998,102.839996,103.110001,102.85704,619600
8,2021-11-11,103.459999,103.809998,102.519997,103.120003,102.86702,507300
9,2021-11-12,103.300003,106.540001,103.169998,106.5,106.238724,707700
10,2021-11-15,106.279999,107.510002,105.790001,106.900002,106.637749,804400
11,2021-11-16,107.5,109.230003,107.010002,108.82,108.553032,812400
12,2021-11-17,108.709999,108.980003,107.550003,108.300003,108.034317,380700
13,2021-11-18,108.580002,109.099998,107.099998,107.589996,107.32605,644600
14,2021-11-19,107.82,108.849998,107.309998,107.349998,107.086639,830700
