,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-11-01,56.419998,57.560001,55.970001,57.099998,57.036556,878000
1,2021-11-02,57.169998,57.720001,56.75,57.389999,57.326233,915600
2,2021-11-03,57.169998,58.029999,57.169998,57.389999,57.326233,777600
3,2021-11-04,57.23,57.23,56.23,56.66,56.597046,743200
4,2021-11-05,57.490002,57.84,56.880001,57.220001,57.156425,707100
5,2021-11-08,57.73,59.189999,57.700001,58.02,57.955536,1019600
6,2021-11-09,57.599998,58.130001,57.360001,57.66,57.595936,584300
7,2021-11-10,57.779999,58.07,56.799999,57.220001,57.156425,876000
8,2021-11-11,57.130001,57.73,56.98,57.560001,57.496048,630600
9,2021-11-12,57.540001,57.540001,56.529999,57.040001,56.976624,557000
10,2021-11-15,57.279999,57.279999,56.110001,56.23,56.167522,596100
11,2021-11-16,56.439999,56.889999,56.18,56.48,56.417244,941000
12,2021-11-17,56.619999,57.400002,56.43,57.169998,57.106476,762600
13,2021-11-18,57.119999,57.619999,56.27,56.689999,56.62701,730400
14,2021-11-19,56.169998,56.259998,54.82,55.630001,55.568192,957300
